id,location_srs,location_x,location_y,operator,elevation,slope,aspect,actively_saved,actively_saved_on_year,actively_saved_on_month,actively_saved_on_day,plot_file,land_use,number_of_trees,agroforestry_types,tree_covers,vhr_imagery_available,year_of_imagery,other_tree_cover,confidence_level,confidence_range,percent_confidence,Department
89125,EPSG:4326,-75.8,2.95,luke_odera,,3011,14.81979,TRUE,2018,4,4,Huila.csv,forest,47,none,1,FALSE,,15,high,7,13,Huila
88784,EPSG:4326,-75.8,3,luke_odera,,2841,17.85532,TRUE,2018,4,4,Huila.csv,forest,47,none,1,FALSE,,15,high,8,14,Huila
96287,EPSG:4326,-75.75,1.9,LILIAN CHERUTO,,1494,15.24979,TRUE,2018,4,4,Huila.csv,forest,33,none,1,FALSE,,12,high,8,14,Huila
95946,EPSG:4326,-75.75,1.95,LILIAN CHERUTO,,1199,16.82005,TRUE,2018,4,4,Huila.csv,grassland,12,none,1,FALSE,,8,medium,6,12,Huila
95605,EPSG:4326,-75.75,2,LILIAN CHERUTO,,909,0.62641,TRUE,2018,4,4,Huila.csv,grassland,6,boundary_planting,7,TRUE,2011,1,high,8,14,Huila
95264,EPSG:4326,-75.75,2.05,LILIAN CHERUTO,,1025,11.04855,TRUE,2018,4,4,Huila.csv,forest,38,agrisilvicultural,13,TRUE,2011,1,high,8,14,Huila
94923,EPSG:4326,-75.75,2.1,LILIAN CHERUTO,,900,2.22979,TRUE,2018,4,4,Huila.csv,otherland,5,silvopastoral,6,TRUE,2015,1,high,8,14,Huila
94582,EPSG:4326,-75.75,2.15,LILIAN CHERUTO,,811,7.94792,TRUE,2018,4,4,Huila.csv,otherland,0,none,1,TRUE,2011,1,high,8,14,Huila
94241,EPSG:4326,-75.75,2.2,LILIAN CHERUTO,,909,9.19572,TRUE,2018,4,4,Huila.csv,otherland,8,none,1,TRUE,2015,7,high,8,14,Huila
93900,EPSG:4326,-75.75,2.25,LILIAN CHERUTO,,797,1.93673,TRUE,2018,4,4,Huila.csv,otherland,8,silvopastoral,7,TRUE,2015,1,high,8,14,Huila
93559,EPSG:4326,-75.75,2.3,LILIAN CHERUTO,,1110,16.24536,TRUE,2018,4,3,Huila.csv,otherland,12,silvopastoral,8,TRUE,2015,1,high,8,14,Huila
93218,EPSG:4326,-75.75,2.35,LILIAN CHERUTO,,1430,12.10081,TRUE,2018,4,3,Huila.csv,forest,39,none,1,TRUE,2011,13,high,8,14,Huila
92877,EPSG:4326,-75.75,2.4,LILIAN CHERUTO,,1075,10.80091,TRUE,2018,4,3,Huila.csv,cropland,7,agrisilvicultural,7,TRUE,2011,1,very_high,9,15,Huila
92536,EPSG:4326,-75.75,2.45,LILIAN CHERUTO,,791,2.54384,TRUE,2018,4,3,Huila.csv,otherland,24,silvopastoral,10,TRUE,2013,1,very_high,9,15,Huila
92195,EPSG:4326,-75.75,2.5,LILIAN CHERUTO,,1073,9.00631,TRUE,2018,4,3,Huila.csv,grassland,13,silvopastoral,8,TRUE,2013,1,very_high,9,15,Huila
91854,EPSG:4326,-75.75,2.55,luke_odera,,1548,20.65775,TRUE,2018,4,5,Huila.csv,otherland,4,none,1,TRUE,2013,5,high,8,14,Huila
91513,EPSG:4326,-75.75,2.6,luke_odera,,1414,10.85022,TRUE,2018,4,5,Huila.csv,grassland,10,none,1,TRUE,2013,8,high,7,13,Huila
91172,EPSG:4326,-75.75,2.65,luke_odera,,2054,15.17451,TRUE,2018,4,5,Huila.csv,cropland,10,homegardens,8,TRUE,2013,1,high,8,14,Huila
90831,EPSG:4326,-75.75,2.7,luke_odera,,1740,16.02751,TRUE,2018,4,5,Huila.csv,cropland,20,agrisilvicultural,10,TRUE,2013,1,high,7,13,Huila
90490,EPSG:4326,-75.75,2.75,luke_odera,,2093,18.92598,TRUE,2018,4,5,Huila.csv,cropland,6,agrisilvicultural,7,TRUE,2013,1,high,8,14,Huila
90149,EPSG:4326,-75.75,2.8,luke_odera,,2661,19.07673,TRUE,2018,4,4,Huila.csv,forest,47,none,1,FALSE,,15,high,7,13,Huila
89808,EPSG:4326,-75.75,2.85,luke_odera,,2610,16.07882,TRUE,2018,4,4,Huila.csv,forest,45,none,1,FALSE,,15,high,7,13,Huila
89467,EPSG:4326,-75.75,2.9,luke_odera,,3076,10.14532,TRUE,2018,4,4,Huila.csv,forest,45,none,1,FALSE,,15,high,7,13,Huila
89126,EPSG:4326,-75.75,2.95,luke_odera,,3015,10.08279,TRUE,2018,4,4,Huila.csv,forest,35,none,1,FALSE,,13,high,7,13,Huila
88785,EPSG:4326,-75.75,3,luke_odera,,2421,32.78589,TRUE,2018,4,4,Huila.csv,otherland,5,none,1,FALSE,,5,medium,6,12,Huila
88444,EPSG:4326,-75.75,3.05,luke_odera,,1827,19.5493,TRUE,2018,4,4,Huila.csv,cropland,15,agrisilvicultural,9,FALSE,,1,high,7,13,Huila
95947,EPSG:4326,-75.7,1.95,LILIAN CHERUTO,,1267,20.00636,TRUE,2018,4,4,Huila.csv,forest,37,homegardens,13,FALSE,,1,high,8,14,Huila
95606,EPSG:4326,-75.7,2,LILIAN CHERUTO,,1697,17.45694,TRUE,2018,4,4,Huila.csv,forest,35,agrisilvicultural,13,TRUE,2011,1,high,8,14,Huila
95265,EPSG:4326,-75.7,2.05,LILIAN CHERUTO,,1234,12.36783,TRUE,2018,4,4,Huila.csv,grassland,4,silvopastoral,5,TRUE,2011,1,high,8,14,Huila
94924,EPSG:4326,-75.7,2.1,LILIAN CHERUTO,,1026,26.64616,TRUE,2018,4,4,Huila.csv,otherland,0,none,1,TRUE,2015,1,high,8,14,Huila
94583,EPSG:4326,-75.7,2.15,LILIAN CHERUTO,,814,0.93931,TRUE,2018,4,4,Huila.csv,cropland,3,agrisilvicultural,4,TRUE,2011,1,high,8,14,Huila
94242,EPSG:4326,-75.7,2.2,LILIAN CHERUTO,,828,2.10097,TRUE,2018,4,4,Huila.csv,cropland,34,agrisilvicultural,13,TRUE,2015,1,very_high,9,15,Huila
93901,EPSG:4326,-75.7,2.25,LILIAN CHERUTO,,765,3.36615,TRUE,2018,4,4,Huila.csv,grassland,16,none,1,TRUE,2015,9,very_high,9,15,Huila
93560,EPSG:4326,-75.7,2.3,LILIAN CHERUTO,,805,6.80129,TRUE,2018,4,3,Huila.csv,forest,23,none,1,TRUE,2015,10,high,8,14,Huila
93219,EPSG:4326,-75.7,2.35,LILIAN CHERUTO,,1162,5.63188,TRUE,2018,4,3,Huila.csv,otherland,0,none,1,TRUE,2013,1,high,8,14,Huila
92878,EPSG:4326,-75.7,2.4,LILIAN CHERUTO,,1376,10.44218,TRUE,2018,4,3,Huila.csv,grassland,0,none,1,TRUE,2013,1,high,8,14,Huila
92537,EPSG:4326,-75.7,2.45,LILIAN CHERUTO,,775,5.1924,TRUE,2018,4,3,Huila.csv,cropland,15,silvopastoral,9,TRUE,2013,1,very_high,9,15,Huila
92196,EPSG:4326,-75.7,2.5,LILIAN CHERUTO,,807,3.51753,TRUE,2018,4,3,Huila.csv,otherland,12,none,1,TRUE,2013,8,very_high,9,15,Huila
91855,EPSG:4326,-75.7,2.55,luke_odera,,897,3.28594,TRUE,2018,4,5,Huila.csv,forest,38,none,1,TRUE,2013,13,high,8,14,Huila
91514,EPSG:4326,-75.7,2.6,luke_odera,,1036,4.73481,TRUE,2018,4,5,Huila.csv,cropland,0,none,1,TRUE,2013,1,very_high,9,15,Huila
91173,EPSG:4326,-75.7,2.65,luke_odera,,1549,18.39574,TRUE,2018,4,5,Huila.csv,cropland,8,agrisilvicultural,7,TRUE,2013,1,high,7,13,Huila
90832,EPSG:4326,-75.7,2.7,luke_odera,,2630,14.37537,TRUE,2018,4,5,Huila.csv,forest,47,none,1,TRUE,2013,15,very_high,9,15,Huila
90491,EPSG:4326,-75.7,2.75,luke_odera,,2550,17.26732,TRUE,2018,4,5,Huila.csv,forest,45,agrisilvicultural,15,TRUE,2013,1,high,8,14,Huila
90150,EPSG:4326,-75.7,2.8,luke_odera,,2902,19.26018,TRUE,2018,4,4,Huila.csv,forest,45,none,1,FALSE,,15,medium,5,11,Huila
89809,EPSG:4326,-75.7,2.85,luke_odera,,3110,13.49308,TRUE,2018,4,4,Huila.csv,forest,47,none,1,FALSE,,15,high,7,13,Huila
89468,EPSG:4326,-75.7,2.9,luke_odera,,2631,28.3142,TRUE,2018,4,4,Huila.csv,forest,45,none,1,FALSE,,15,high,7,13,Huila
89127,EPSG:4326,-75.7,2.95,luke_odera,,2890,20.81528,TRUE,2018,4,4,Huila.csv,forest,47,none,1,FALSE,,15,high,7,13,Huila
88786,EPSG:4326,-75.7,3,luke_odera,,2856,18.06327,TRUE,2018,4,4,Huila.csv,forest,45,none,1,FALSE,,15,medium,6,12,Huila
88445,EPSG:4326,-75.7,3.05,luke_odera,,2135,28.65787,TRUE,2018,4,4,Huila.csv,otherland,5,none,1,FALSE,,6,medium,6,12,Huila
88104,EPSG:4326,-75.7,3.1,luke_odera,,2207,9.64909,TRUE,2018,4,4,Huila.csv,grassland,4,none,1,FALSE,,5,high,8,14,Huila
95948,EPSG:4326,-75.65,1.95,LILIAN CHERUTO,,2168,22.68516,FALSE,2018,4,4,Huila.csv,,,,,,,,,,,Huila
95607,EPSG:4326,-75.65,2,LILIAN CHERUTO,,2038,15.06961,TRUE,2018,4,4,Huila.csv,grassland,16,silvopastoral,9,TRUE,2011,1,high,8,14,Huila
95266,EPSG:4326,-75.65,2.05,LILIAN CHERUTO,,1750,9.12504,TRUE,2018,4,4,Huila.csv,cropland,7,agrisilvicultural,7,FALSE,,1,medium,5,11,Huila
94925,EPSG:4326,-75.65,2.1,LILIAN CHERUTO,,1178,10.63116,TRUE,2018,4,4,Huila.csv,cropland,12,agrisilvicultural,8,TRUE,2015,1,high,8,14,Huila
94584,EPSG:4326,-75.65,2.15,LILIAN CHERUTO,,931,12.32026,TRUE,2018,4,4,Huila.csv,otherland,18,none,1,TRUE,2013,9,high,8,14,Huila
94243,EPSG:4326,-75.65,2.2,LILIAN CHERUTO,,755,7.65275,TRUE,2018,4,4,Huila.csv,otherland,8,none,1,TRUE,2013,7,high,8,14,Huila
93902,EPSG:4326,-75.65,2.25,LILIAN CHERUTO,,684,2.84992,TRUE,2018,4,4,Huila.csv,wetlands,12,none,1,TRUE,2013,8,very_high,9,15,Huila
93561,EPSG:4326,-75.65,2.3,LILIAN CHERUTO,,666,0.43969,TRUE,2018,4,3,Huila.csv,wetlands,7,none,1,TRUE,2015,7,high,8,14,Huila
93220,EPSG:4326,-75.65,2.35,LILIAN CHERUTO,,795,12.26133,TRUE,2018,4,3,Huila.csv,otherland,5,none,1,TRUE,2013,6,very_high,9,15,Huila
92879,EPSG:4326,-75.65,2.4,LILIAN CHERUTO,,858,23.2523,TRUE,2018,4,3,Huila.csv,grassland,11,none,1,TRUE,2013,8,high,8,14,Huila
92538,EPSG:4326,-75.65,2.45,LILIAN CHERUTO,,731,1.38329,TRUE,2018,4,3,Huila.csv,grassland,21,none,1,TRUE,2013,10,very_high,9,15,Huila
92197,EPSG:4326,-75.65,2.5,LILIAN CHERUTO,,1279,20.74987,TRUE,2018,4,3,Huila.csv,otherland,11,none,1,TRUE,2013,8,high,8,14,Huila
91856,EPSG:4326,-75.65,2.55,luke_odera,,998,13.80932,TRUE,2018,4,5,Huila.csv,otherland,10,none,1,TRUE,2011,8,medium,6,12,Huila
91515,EPSG:4326,-75.65,2.6,luke_odera,,1044,16.83589,TRUE,2018,4,5,Huila.csv,otherland,0,none,1,TRUE,2011,1,very_high,9,15,Huila
91174,EPSG:4326,-75.65,2.65,luke_odera,,1310,21.9482,TRUE,2018,4,5,Huila.csv,forest,30,none,1,TRUE,2011,12,high,8,14,Huila
90833,EPSG:4326,-75.65,2.7,luke_odera,,1735,28.74905,TRUE,2018,4,5,Huila.csv,cropland,0,none,1,TRUE,2011,1,very_high,9,15,Huila
90492,EPSG:4326,-75.65,2.75,luke_odera,,2042,33.85784,TRUE,2018,4,5,Huila.csv,forest,47,none,1,TRUE,2013,15,high,7,13,Huila
90151,EPSG:4326,-75.65,2.8,luke_odera,,2281,9.15793,TRUE,2018,4,4,Huila.csv,forest,30,agrisilvicultural,12,TRUE,2013,1,high,7,13,Huila
89810,EPSG:4326,-75.65,2.85,luke_odera,,2380,18.48662,TRUE,2018,4,4,Huila.csv,cropland,20,agrisilvicultural,10,TRUE,2013,1,high,7,13,Huila
89469,EPSG:4326,-75.65,2.9,luke_odera,,2057,16.73059,TRUE,2018,4,4,Huila.csv,grassland,4,none,1,TRUE,2013,5,high,8,14,Huila
89128,EPSG:4326,-75.65,2.95,luke_odera,,1775,16.16007,TRUE,2018,4,4,Huila.csv,forest,21,none,1,FALSE,,10,medium,6,12,Huila
88787,EPSG:4326,-75.65,3,luke_odera,,2497,3.89405,TRUE,2018,4,4,Huila.csv,cropland,4,agrisilvicultural,5,FALSE,,1,medium,6,12,Huila
88446,EPSG:4326,-75.65,3.05,luke_odera,,2446,19.53174,TRUE,2018,4,4,Huila.csv,grassland,10,none,1,FALSE,,8,medium,6,12,Huila
88105,EPSG:4326,-75.65,3.1,luke_odera,,1853,15.88194,TRUE,2018,4,4,Huila.csv,forest,43,woodlots,14,TRUE,2014,1,very_high,9,15,Huila
95608,EPSG:4326,-75.6,2,LILIAN CHERUTO,,2560,14.267,FALSE,2018,4,4,Huila.csv,,,,,,,,,,,Huila
95267,EPSG:4326,-75.6,2.05,LILIAN CHERUTO,,2066,16.04989,TRUE,2018,4,4,Huila.csv,otherland,8,silvopastoral,7,TRUE,2011,1,medium,8,7,Huila
94926,EPSG:4326,-75.6,2.1,LILIAN CHERUTO,,1537,16.42336,TRUE,2018,4,4,Huila.csv,forest,36,none,1,TRUE,2011,13,high,8,14,Huila
94585,EPSG:4326,-75.6,2.15,LILIAN CHERUTO,,1378,2.94733,TRUE,2018,4,4,Huila.csv,cropland,11,agrisilvicultural,8,TRUE,2013,1,high,8,14,Huila
94244,EPSG:4326,-75.6,2.2,LILIAN CHERUTO,,991,3.51374,TRUE,2018,4,4,Huila.csv,otherland,9,silvopastoral,7,TRUE,2015,1,high,8,14,Huila
93903,EPSG:4326,-75.6,2.25,LILIAN CHERUTO,,895,4.82468,TRUE,2018,4,4,Huila.csv,cropland,11,agrisilvicultural,8,TRUE,2015,1,high,8,14,Huila
93562,EPSG:4326,-75.6,2.3,LILIAN CHERUTO,,915,9.09407,TRUE,2018,4,3,Huila.csv,otherland,9,none,1,TRUE,2015,7,high,8,14,Huila
93221,EPSG:4326,-75.6,2.35,LILIAN CHERUTO,,677,5.62114,TRUE,2018,4,3,Huila.csv,forest,29,none,1,TRUE,2014,11,high,8,14,Huila
92880,EPSG:4326,-75.6,2.4,LILIAN CHERUTO,,1092,29.12181,TRUE,2018,4,3,Huila.csv,otherland,5,none,1,TRUE,2014,5,high,8,14,Huila
92539,EPSG:4326,-75.6,2.45,LILIAN CHERUTO,,606,4.20083,TRUE,2018,4,3,Huila.csv,otherland,27,none,1,TRUE,2014,10,high,8,14,Huila
92198,EPSG:4326,-75.6,2.5,LILIAN CHERUTO,,1082,14.42657,TRUE,2018,4,3,Huila.csv,grassland,13,boundary_planting,8,TRUE,2013,1,very_high,9,15,Huila
91857,EPSG:4326,-75.6,2.55,luke_odera,,1085,14.24576,TRUE,2018,4,5,Huila.csv,forest,30,agrisilvicultural,12,TRUE,2011,1,high,7,13,Huila
91516,EPSG:4326,-75.6,2.6,luke_odera,,912,10.13953,TRUE,2018,4,5,Huila.csv,otherland,20,none,1,TRUE,2011,10,medium,6,12,Huila
91175,EPSG:4326,-75.6,2.65,luke_odera,,854,13.58573,TRUE,2018,4,5,Huila.csv,cropland,5,agrisilvicultural,6,TRUE,2011,1,high,8,14,Huila
90834,EPSG:4326,-75.6,2.7,luke_odera,,845,12.06679,TRUE,2018,4,5,Huila.csv,forest,40,none,1,TRUE,2011,14,high,7,13,Huila
90493,EPSG:4326,-75.6,2.75,luke_odera,,1719,13.9858,TRUE,2018,4,5,Huila.csv,forest,35,agrisilvicultural,13,TRUE,2013,1,high,7,13,Huila
90152,EPSG:4326,-75.6,2.8,luke_odera,,1744,10.12495,TRUE,2018,4,4,Huila.csv,cropland,12,woodlots,8,TRUE,2013,1,high,8,14,Huila
89811,EPSG:4326,-75.6,2.85,luke_odera,,2607,22.64837,TRUE,2018,4,4,Huila.csv,forest,47,none,1,TRUE,2013,15,high,8,14,Huila
89470,EPSG:4326,-75.6,2.9,luke_odera,,1933,14.54802,TRUE,2018,4,4,Huila.csv,cropland,4,agrisilvicultural,5,TRUE,2013,1,high,7,13,Huila
89129,EPSG:4326,-75.6,2.95,luke_odera,,1716,17.81486,TRUE,2018,4,4,Huila.csv,cropland,5,agrisilvicultural,6,FALSE,,1,medium,6,12,Huila
88788,EPSG:4326,-75.6,3,luke_odera,,2416,22.83855,TRUE,2018,4,4,Huila.csv,forest,47,none,1,FALSE,,15,high,7,13,Huila
88447,EPSG:4326,-75.6,3.05,luke_odera,,2833,23.2767,FALSE,2018,4,4,Huila.csv,,,,,,,,,,,Huila
88106,EPSG:4326,-75.6,3.1,luke_odera,,1946,15.57017,TRUE,2018,4,4,Huila.csv,forest,35,agrisilvicultural,13,TRUE,2014,1,high,8,14,Huila
87424,EPSG:4326,-75.6,3.2,luke_odera,,1384,11.0205,TRUE,2018,4,3,Huila.csv,cropland,7,agrisilvicultural,7,TRUE,2014,1,very_high,9,15,Huila
94927,EPSG:4326,-75.55,2.1,LILIAN CHERUTO,,2186,16.02241,FALSE,2018,4,4,Huila.csv,forest,36,,,,,,,,,Huila
94586,EPSG:4326,-75.55,2.15,LILIAN CHERUTO,,1693,6.38882,TRUE,2018,4,4,Huila.csv,forest,36,agrisilvicultural,13,FALSE,,1,medium,6,12,Huila
94245,EPSG:4326,-75.55,2.2,LILIAN CHERUTO,,1400,17.72614,TRUE,2018,4,4,Huila.csv,cropland,14,boundary_planting,8,TRUE,2015,1,high,8,14,Huila
93904,EPSG:4326,-75.55,2.25,LILIAN CHERUTO,,1414,18.97038,TRUE,2018,4,4,Huila.csv,otherland,8,none,1,TRUE,2015,7,high,8,14,Huila
93563,EPSG:4326,-75.55,2.3,LILIAN CHERUTO,,1409,6.64461,TRUE,2018,4,3,Huila.csv,cropland,15,agrisilvicultural,9,TRUE,2015,1,very_high,9,15,Huila
93222,EPSG:4326,-75.55,2.35,LILIAN CHERUTO,,997,6.28661,TRUE,2018,4,3,Huila.csv,grassland,2,silvopastoral,3,TRUE,2014,1,high,8,14,Huila
92881,EPSG:4326,-75.55,2.4,LILIAN CHERUTO,,932,9.52717,TRUE,2018,4,3,Huila.csv,otherland,5,none,1,TRUE,2014,6,high,8,14,Huila
92540,EPSG:4326,-75.55,2.45,LILIAN CHERUTO,,710,9.99817,TRUE,2018,4,3,Huila.csv,forest,39,none,1,TRUE,2014,13,high,8,14,Huila
92199,EPSG:4326,-75.55,2.5,LILIAN CHERUTO,,580,2.27264,TRUE,2018,4,3,Huila.csv,wetlands,0,none,1,TRUE,2014,1,very_high,9,15,Huila
91858,EPSG:4326,-75.55,2.55,luke_odera,,772,9.36657,TRUE,2018,4,5,Huila.csv,otherland,5,none,1,TRUE,2013,6,high,7,13,Huila
91517,EPSG:4326,-75.55,2.6,luke_odera,,654,10.76766,TRUE,2018,4,5,Huila.csv,cropland,5,agrisilvicultural,6,TRUE,2011,1,high,7,13,Huila
91176,EPSG:4326,-75.55,2.65,luke_odera,,587,3.32256,TRUE,2018,4,5,Huila.csv,cropland,5,homegardens,6,TRUE,2011,1,high,7,7,Huila
90835,EPSG:4326,-75.55,2.7,luke_odera,,809,5.5075,TRUE,2018,4,5,Huila.csv,otherland,10,none,1,TRUE,2011,8,medium,6,12,Huila
90494,EPSG:4326,-75.55,2.75,luke_odera,,827,2.64682,TRUE,2018,4,5,Huila.csv,cropland,1,agrisilvicultural,2,TRUE,2013,1,high,8,14,Huila
90153,EPSG:4326,-75.55,2.8,luke_odera,,1057,9.50168,TRUE,2018,4,4,Huila.csv,cropland,8,agrisilvicultural,7,TRUE,2013,1,high,7,13,Huila
89812,EPSG:4326,-75.55,2.85,luke_odera,,1061,17.45017,TRUE,2018,4,4,Huila.csv,cropland,10,woodlots,8,TRUE,2013,1,high,7,13,Huila
89471,EPSG:4326,-75.55,2.9,luke_odera,,1309,21.17589,TRUE,2018,4,4,Huila.csv,cropland,5,boundary_planting,6,TRUE,2013,1,high,7,13,Huila
89130,EPSG:4326,-75.55,2.95,luke_odera,,1091,10.13546,TRUE,2018,4,4,Huila.csv,cropland,16,agrisilvicultural,9,TRUE,2009,1,high,8,14,Huila
88789,EPSG:4326,-75.55,3,luke_odera,,2324,15.16855,TRUE,2018,4,4,Huila.csv,grassland,1,none,1,TRUE,2009,2,medium,6,12,Huila
88448,EPSG:4326,-75.55,3.05,luke_odera,,2031,15.29051,FALSE,2018,4,4,Huila.csv,,,,,,,,,,,Huila
88107,EPSG:4326,-75.55,3.1,luke_odera,,1957,20.2135,TRUE,2018,4,4,Huila.csv,forest,42,agrisilvicultural,14,TRUE,2014,1,high,8,14,Huila
87766,EPSG:4326,-75.55,3.15,luke_odera,,1702,23.92507,TRUE,2018,4,3,Huila.csv,cropland,5,agrisilvicultural,6,TRUE,2014,1,very_high,9,15,Huila
87425,EPSG:4326,-75.55,3.2,luke_odera,,1717,15.41216,FALSE,2018,4,3,Huila.csv,,,,,,,,,,,Huila
87084,EPSG:4326,-75.55,3.25,luke_odera,,1632,19.25733,TRUE,2018,4,3,Huila.csv,forest,35,agrisilvicultural,13,TRUE,2014,1,very_high,9,15,Huila
94587,EPSG:4326,-75.5,2.15,LILIAN CHERUTO,,2636,21.16748,FALSE,2018,4,4,Huila.csv,,,,,,,,,,,Huila
94246,EPSG:4326,-75.5,2.2,LILIAN CHERUTO,,2044,7.89138,TRUE,2018,4,4,Huila.csv,forest,45,none,1,TRUE,2015,15,very_high,9,15,Huila
93905,EPSG:4326,-75.5,2.25,LILIAN CHERUTO,,1672,26.06594,TRUE,2018,4,4,Huila.csv,forest,38,boundary_planting,13,TRUE,2015,13,very_high,9,15,Huila
93564,EPSG:4326,-75.5,2.3,LILIAN CHERUTO,,1619,10.08852,TRUE,2018,4,3,Huila.csv,cropland,18,agrisilvicultural,9,TRUE,2015,1,very_high,9,15,Huila
93223,EPSG:4326,-75.5,2.35,LILIAN CHERUTO,,1513,4.06304,TRUE,2018,4,3,Huila.csv,cropland,11,agrisilvicultural,8,TRUE,2014,1,high,8,14,Huila
92882,EPSG:4326,-75.5,2.4,LILIAN CHERUTO,,1389,13.49308,TRUE,2018,4,3,Huila.csv,cropland,15,agrisilvicultural,9,FALSE,,1,high,8,14,Huila
92541,EPSG:4326,-75.5,2.45,LILIAN CHERUTO,,977,2.67016,TRUE,2018,4,3,Huila.csv,cropland,4,silvopastoral,5,TRUE,2014,1,high,8,14,Huila
92200,EPSG:4326,-75.5,2.5,LILIAN CHERUTO,,763,10.03348,TRUE,2018,4,3,Huila.csv,forest,45,boundary_planting,15,TRUE,2014,1,very_high,9,15,Huila
91859,EPSG:4326,-75.5,2.55,luke_odera,,561,1.43287,TRUE,2018,4,5,Huila.csv,wetlands,17,none,9,TRUE,2018,1,high,8,14,Huila
91518,EPSG:4326,-75.5,2.6,luke_odera,,642,2.50565,TRUE,2018,4,5,Huila.csv,forest,38,none,1,TRUE,2016,13,high,7,13,Huila
91177,EPSG:4326,-75.5,2.65,luke_odera,,587,1.16728,TRUE,2018,4,5,Huila.csv,cropland,0,none,1,TRUE,2016,1,very_high,9,15,Huila
90836,EPSG:4326,-75.5,2.7,luke_odera,,694,11.26864,TRUE,2018,4,5,Huila.csv,otherland,40,none,1,TRUE,2018,14,high,7,13,Huila
90495,EPSG:4326,-75.5,2.75,luke_odera,,1218,14.08755,TRUE,2018,4,5,Huila.csv,cropland,5,agrisilvicultural,6,TRUE,2018,1,high,7,13,Huila
90154,EPSG:4326,-75.5,2.8,luke_odera,,1118,19.43299,TRUE,2018,4,4,Huila.csv,cropland,5,boundary_planting,6,TRUE,2015,1,medium,6,12,Huila
89813,EPSG:4326,-75.5,2.85,luke_odera,,731,2.45212,TRUE,2018,4,4,Huila.csv,grassland,3,none,1,TRUE,2015,4,high,7,13,Huila
89472,EPSG:4326,-75.5,2.9,luke_odera,,818,7.39405,TRUE,2018,4,4,Huila.csv,grassland,20,woodlots,10,TRUE,2015,1,high,7,13,Huila
89131,EPSG:4326,-75.5,2.95,luke_odera,,830,13.68834,TRUE,2018,4,4,Huila.csv,grassland,12,agrisilvicultural,8,TRUE,2015,1,high,7,13,Huila
88790,EPSG:4326,-75.5,3,luke_odera,,1427,15.16654,TRUE,2018,4,4,Huila.csv,forest,21,agrisilvicultural,10,TRUE,2015,1,high,7,13,Huila
88449,EPSG:4326,-75.5,3.05,luke_odera,,1688,10.64147,TRUE,2018,4,4,Huila.csv,forest,40,agrisilvicultural,14,TRUE,2009,1,high,8,14,Huila
88108,EPSG:4326,-75.5,3.1,luke_odera,,1262,14.08466,TRUE,2018,4,4,Huila.csv,cropland,18,woodlots,9,TRUE,2017,1,high,7,13,Huila
87767,EPSG:4326,-75.5,3.15,luke_odera,,1474,8.48474,TRUE,2018,4,3,Huila.csv,grassland,3,none,1,TRUE,2017,4,high,7,13,Huila
87426,EPSG:4326,-75.5,3.2,luke_odera,,1362,10.43253,TRUE,2018,4,3,Huila.csv,otherland,4,none,1,TRUE,2017,5,high,8,14,Huila
87085,EPSG:4326,-75.5,3.25,luke_odera,,1250,14.28482,TRUE,2018,4,3,Huila.csv,otherland,20,none,1,TRUE,2017,10,very_high,9,15,Huila
93906,EPSG:4326,-75.45,2.25,LILIAN CHERUTO,,2359,22.04068,TRUE,2018,4,4,Huila.csv,forest,45,none,1,TRUE,2015,15,high,8,14,Huila
93565,EPSG:4326,-75.45,2.3,LILIAN CHERUTO,,2583,13.95962,FALSE,2018,4,3,Huila.csv,,,,,,,,,,,Huila
93224,EPSG:4326,-75.45,2.35,LILIAN CHERUTO,,1724,20.75334,TRUE,2018,4,3,Huila.csv,forest,35,none,1,TRUE,2014,12,high,7,13,Huila
92883,EPSG:4326,-75.45,2.4,LILIAN CHERUTO,,1910,16.10817,FALSE,2018,4,3,Huila.csv,,,,,,,,,,,Huila
92542,EPSG:4326,-75.45,2.45,LILIAN CHERUTO,,1673,14.6457,FALSE,2018,4,3,Huila.csv,,,,,,,,,,,Huila
92201,EPSG:4326,-75.45,2.5,LILIAN CHERUTO,,1263,6.02574,TRUE,2018,4,3,Huila.csv,otherland,0,none,1,TRUE,2013,1,high,8,14,Huila
91860,EPSG:4326,-75.45,2.55,luke_odera,,713,3.19088,TRUE,2018,4,5,Huila.csv,cropland,20,woodlots,10,TRUE,2018,1,very_high,9,15,Huila
91519,EPSG:4326,-75.45,2.6,luke_odera,,585,0.70544,TRUE,2018,4,5,Huila.csv,cropland,5,agrisilvicultural,6,TRUE,2016,1,high,7,13,Huila
91178,EPSG:4326,-75.45,2.65,luke_odera,,563,0,TRUE,2018,4,5,Huila.csv,wetlands,0,none,1,TRUE,2016,1,very_high,9,15,Huila
90837,EPSG:4326,-75.45,2.7,luke_odera,,576,7.03546,TRUE,2018,4,5,Huila.csv,otherland,5,none,1,TRUE,2018,6,high,7,13,Huila
90496,EPSG:4326,-75.45,2.75,luke_odera,,632,6.35988,TRUE,2018,4,5,Huila.csv,cropland,10,agrisilvicultural,8,TRUE,2018,1,high,7,13,Huila
90155,EPSG:4326,-75.45,2.8,luke_odera,,715,7.52898,TRUE,2018,4,4,Huila.csv,cropland,10,agrisilvicultural,8,TRUE,2015,1,high,8,14,Huila
